"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
3.048436125E0	-5.731560066E0	-3.174369178E0	-1.052277208E0	6.635863756E0
3.058430125E0	-2.278752033E0	-1.684354350E0	-3.269757146E0	4.326785434E0
3.068425125E0	-6.742446296E-2	3.013353816E-1	-1.839157484E0	1.864899279E0
3.078419125E0	6.027141056E-1	7.717093822E-1	2.204921873E0	2.412567124E0
3.088413125E0	-2.594262674E-1	1.827015156E-1	3.330375815E0	3.345457353E0
3.098408125E0	-1.300387432E0	3.017967269E-2	2.739967248E0	3.033041181E0
3.108402125E0	-1.033790651E0	9.397228383E-1	2.935575323E0	3.251062072E0
3.118396125E0	-7.992057677E-1	1.700406564E0	2.208081123E0	2.899264491E0
3.128391125E0	-1.000116901E0	1.793789668E0	9.403977531E-1	2.258818967E0
3.138385125E0	-1.587878069E0	1.884136751E0	4.121363175E-1	2.498236259E0
3.148380125E0	-2.096937540E0	1.381136749E0	6.044284362E-1	2.582638090E0
3.158374125E0	-2.056047231E0	2.207038857E-1	1.041578557E0	2.315367425E0
3.168368125E0	-1.368060767E0	-7.180231717E-1	1.034410456E0	1.859341961E0
3.178363125E0	-1.885644602E0	8.123019227E-1	7.261680508E-1	2.177799352E0
3.188357125E0	-1.410724099E0	1.045220934E0	1.980387622E-1	1.766875388E0
3.198351125E0	-1.168593896E0	-3.838441260E-1	-1.041924128E0	1.612003069E0
3.208346125E0	-1.372052515E0	-2.708694877E-1	-2.346643177E0	2.731781943E0
3.218340125E0	-1.240226600E0	-1.639736878E-1	-2.208771095E0	2.538448175E0
3.228335125E0	-5.770590815E-1	-7.992211166E-1	-1.834286168E0	2.082392212E0
3.238329125E0	8.674622163E-2	-9.410985419E-1	-1.985407457E0	2.198871106E0
3.248323125E0	5.834543274E-1	-8.062212570E-1	-2.072858414E0	2.299381150E0
3.258318125E0	1.283496288E0	-1.238518774E0	-2.016863138E0	2.692401974E0
3.268312125E0	2.004597580E0	-1.360176235E0	-9.407409847E-1	2.598746707E0
3.278307125E0	2.351489203E0	-9.490299976E-1	-1.199228847E-1	2.538610035E0
3.288301125E0	3.276193761E0	-9.467586467E-1	-8.186218858E-1	3.507126927E0
3.298295125E0	4.051776631E0	-1.152999298E0	-7.789678234E-1	4.284050901E0
3.308290125E0	4.785341702E0	-1.032480875E0	-2.600022912E-1	4.902357917E0
3.318284125E0	5.777815050E0	-1.032043211E0	4.388428903E-1	5.885647205E0
3.328278125E0	6.681081229E0	-1.026103024E0	1.083737567E0	6.845744731E0
3.338273125E0	7.725652392E0	-9.494191298E-1	1.401801540E0	7.908991663E0
3.348267125E0	8.942778981E0	-1.009989194E0	1.559181104E0	9.133696940E0
3.358262125E0	1.025916089E1	-9.756943973E-1	1.611932344E0	1.043075681E1
3.368256125E0	1.124494999E1	-9.725338311E-1	1.271122702E0	1.135827783E1
3.378250125E0	1.218652362E1	-1.210499648E0	6.983370584E-1	1.226639075E1
3.388245125E0	1.288453382E1	-1.403453963E0	5.028196156E-1	1.297049430E1
3.398239125E0	1.336501473E1	-1.238972957E0	6.776361609E-1	1.343941455E1
3.408234125E0	1.375696997E1	-8.789094566E-1	7.494358760E-1	1.380537427E1
3.418228125E0	1.351169330E1	-2.730749478E-1	7.117265975E-1	1.353318073E1
3.428222125E0	1.317206597E1	5.210911413E-1	4.299861127E-1	1.318938004E1
3.438217125E0	1.301667738E1	7.444865003E-1	4.954427683E-1	1.304736041E1
3.448211125E0	1.226927225E1	1.001577755E0	4.678117508E-1	1.231897103E1
3.458205125E0	1.105771864E1	1.376106828E0	-3.262038821E-1	1.114778993E1
3.468200125E0	9.870760757E0	1.604977666E0	-5.469801271E-1	1.001534116E1
3.478194125E0	8.459145834E0	2.007144919E0	-3.775576383E-1	8.702202523E0
3.488189125E0	6.891828330E0	2.443317825E0	-4.004266834E-1	7.323075942E0
3.498183125E0	5.289605287E0	2.694254008E0	-4.916935337E-1	5.956567072E0
3.508177125E0	3.377475429E0	2.776433993E0	-1.704071599E-1	4.375495926E0
3.518172125E0	5.354361154E-1	3.595927406E0	1.567322767E-1	3.638949127E0
3.528166125E0	-1.202819037E0	3.906987292E0	3.928966391E-1	4.106785983E0
3.538161125E0	-1.714212572E0	3.231040684E0	9.824047351E-1	3.787250679E0
3.548155125E0	-3.124749121E0	3.343804823E0	7.421251023E-1	4.636360365E0
3.558149125E0	-4.697628497E0	3.727432163E0	5.398032546E-1	6.021034096E0
3.568144125E0	-6.265687428E0	3.753425961E0	8.488707018E-1	7.353069213E0
3.578138125E0	-7.703595525E0	3.976444028E0	1.104422677E0	8.739407335E0
3.588133125E0	-9.302653470E0	4.406709638E0	1.318164722E0	1.037766880E1
3.598127125E0	-1.108178578E1	4.749003888E0	1.608485411E0	1.216331531E1
3.608122125E0	-1.268825682E1	5.045713245E0	1.467149438E0	1.373330298E1
3.618116125E0	-1.355445867E1	5.258985758E0	1.558921487E0	1.462226102E1
3.628110125E0	-1.454361577E1	5.579668699E0	2.368550355E0	1.575625251E1
3.638105125E0	-1.535083442E1	5.626644645E0	2.476235018E0	1.653599066E1
3.648099125E0	-1.551439858E1	5.337530236E0	2.108764996E0	1.654184639E1
3.658093125E0	-1.572902648E1	5.212384034E0	1.681314236E0	1.665527060E1
3.668088125E0	-1.560621507E1	5.256894209E0	1.578599707E0	1.654330265E1
3.678082125E0	-1.528801895E1	4.944814276E0	1.371247500E0	1.612622185E1
3.688077125E0	-1.487405245E1	4.573277516E0	7.732504159E-1	1.558044350E1
3.698071125E0	-1.433153258E1	4.398603350E0	3.203069651E-1	1.499477022E1
3.708066125E0	-1.366380745E1	4.407577364E0	1.696335733E-1	1.435810391E1
3.718060125E0	-1.290789578E1	4.331148701E0	1.812280172E-1	1.361636759E1
3.728054125E0	-1.205192773E1	4.167399473E0	8.430281639E-2	1.275238360E1
3.738049125E0	-1.114232200E1	4.127332597E0	-6.749148667E-2	1.188237220E1
3.748043125E0	-1.023632868E1	4.142442095E0	2.336313486E-2	1.104277126E1
3.758038125E0	-9.272961894E0	4.036863307E0	5.701795399E-2	1.011372032E1
3.768032125E0	-8.277827770E0	3.942368209E0	-2.909825939E-1	9.173296603E0
3.778026125E0	-7.294011517E0	3.706963693E0	-6.307888538E-1	8.206221933E0
3.788021125E0	-6.636134267E0	3.586670094E0	-7.381606901E-1	7.579403775E0
3.798015125E0	-5.953095864E0	3.609873016E0	-9.139823717E-1	7.021815814E0
3.808010125E0	-5.213949918E0	3.669234241E0	-9.516483808E-1	6.446253820E0
3.818004125E0	-4.423589087E0	3.575425022E0	-9.012155610E-1	5.758818801E0
3.827998125E0	-3.440656056E0	3.259987033E0	-7.860815459E-1	4.804534707E0
3.837993125E0	-2.398737191E0	3.036680990E0	-9.221135098E-1	3.978148423E0
3.847987125E0	-1.327787485E0	2.649078128E0	-1.053261879E0	3.144836262E0
3.857982125E0	-8.352849886E-2	2.493285206E0	-1.271389335E0	2.799978388E0
3.867976125E0	1.164351229E0	2.375501818E0	-1.608516401E0	3.096134313E0
3.877971125E0	2.204440208E0	1.923046025E0	-2.314630256E0	3.730305064E0
3.887965125E0	3.362151339E0	1.681807741E0	-3.103984489E0	4.875167547E0
3.897959125E0	4.516894862E0	1.787550835E0	-3.060383556E0	5.741395709E0
3.907954125E0	5.838772273E0	2.397492903E0	-2.382071457E0	6.746369268E0
3.917948125E0	7.559938207E0	2.885973977E0	-1.232033481E0	8.185317220E0
3.927943125E0	9.739039360E0	3.135837781E0	1.862735796E-1	1.023313559E1
3.937937125E0	1.188089550E1	3.336338221E0	1.201306947E0	1.239878902E1
3.947931125E0	1.391457465E1	3.416513488E0	1.501459145E0	1.440632957E1
3.957926500E0	1.571717066E1	2.832434824E0	1.498011042E0	1.604045441E1
3.967920500E0	1.722012260E1	2.294063260E0	1.188836006E0	1.741288832E1
3.977915500E0	1.848999634E1	2.215524629E0	1.344847321E0	1.867075597E1
3.987909500E0	1.954664317E1	2.439053304E0	1.936014857E0	1.979314007E1
3.997903500E0	2.078479810E1	2.579704130E0	2.526141588E0	2.109606828E1
4.007898500E0	2.190032757E1	2.224041975E0	2.974161683E0	2.221297702E1
4.017892500E0	2.232188375E1	1.874111700E0	2.962026957E0	2.259540644E1
4.027887500E0	2.192512912E1	1.838749494E0	2.563926880E0	2.215098209E1
4.037881500E0	2.113171575E1	1.942966611E0	1.919660779E0	2.130750166E1
4.047876500E0	2.018777867E1	1.713874164E0	6.315893376E-1	2.027024118E1
4.057870500E0	1.906723464E1	1.548363901E0	-5.363001877E-1	1.913751513E1
4.067864500E0	1.746874153E1	1.776407504E0	-6.722882974E-1	1.757169673E1
4.077859500E0	1.565747995E1	2.111855542E0	-5.743240464E-1	1.580969513E1
4.087853500E0	1.382055610E1	2.163844890E0	-7.828258163E-1	1.401081054E1
4.097848500E0	1.176415818E1	2.763221332E0	-1.052209380E0	1.213004346E1
4.107842500E0	9.597732623E0	3.331814815E0	-8.831184286E-1	1.019790957E1
4.117836500E0	7.494840571E0	3.564600656E0	-4.478668982E-1	8.311413705E0
4.127831500E0	5.244118627E0	3.938534482E0	5.270212412E-2	6.558628787E0
4.137825500E0	3.064421351E0	4.187644873E0	7.022903609E-1	5.236435767E0
4.147820500E0	1.662460181E0	3.914195740E0	7.413971239E-1	4.316754781E0
4.157814500E0	6.748008460E-1	3.672158434E0	-6.096891761E-2	3.734142600E0
4.167809500E0	-5.294601148E-1	3.805507110E0	-7.078042853E-1	3.906814468E0
4.177803500E0	-1.638175672E0	3.934836703E0	-5.711788291E-1	4.300326112E0
4.187797500E0	-2.665337773E0	3.986633386E0	-4.761533886E-1	4.819127851E0
4.197792500E0	-4.004642226E0	4.284809225E0	-3.725834119E-1	5.876697018E0
4.207786500E0	-5.355935517E0	4.523608927E0	-1.566194254E-1	7.012389937E0
4.217781500E0	-6.446970994E0	4.924631442E0	-7.327145934E-3	8.112674252E0
4.227775500E0	-7.769852664E0	5.335360919E0	4.816754991E-1	9.437621409E0
4.237770500E0	-9.393273618E0	5.645508347E0	7.995190322E-1	1.098838407E1
4.247764500E0	-1.058896958E1	5.350854287E0	9.829321539E-1	1.190479206E1
4.257758500E0	-1.190721031E1	5.223958012E0	1.347440561E0	1.307237510E1
4.267753500E0	-1.333318366E1	5.349384297E0	1.579213080E0	1.445280640E1
4.277747500E0	-1.455012138E1	5.199987352E0	1.902837755E0	1.556813066E1
4.287742500E0	-1.561071392E1	5.237438768E0	2.087895699E0	1.659772461E1
4.297736500E0	-1.650897254E1	5.268888018E0	2.301987407E0	1.748160465E1
4.307731500E0	-1.706977548E1	5.439484627E0	2.495119185E0	1.808841751E1
4.317725500E0	-1.739566186E1	5.505445313E0	2.801522056E0	1.845988910E1
4.327719500E0	-1.757121165E1	5.399244089E0	2.903885168E0	1.860999368E1
4.337714500E0	-1.753952793E1	5.227652283E0	2.751069941E0	1.850761395E1
4.347708500E0	-1.699150349E1	4.963844039E0	2.358531151E0	1.785815241E1
4.357703500E0	-1.625751303E1	4.591385758E0	1.745252954E0	1.698332891E1
4.367697500E0	-1.538442901E1	4.128206756E0	9.438224673E-1	1.595661455E1
4.377692500E0	-1.413055325E1	3.645852980E0	3.596634042E-1	1.459774424E1
4.387686500E0	-1.285839559E1	3.282437418E0	-1.781307471E-1	1.327194271E1
4.397680500E0	-1.173189559E1	3.175074937E0	-6.052002686E-1	1.216900745E1
4.407675500E0	-1.070823173E1	3.243829714E0	-1.073116100E0	1.124011726E1
4.417669500E0	-9.722288842E0	3.321809644E0	-1.376431056E0	1.036589996E1
4.427664500E0	-8.768979852E0	3.462660298E0	-1.432374292E0	9.536074669E0
4.437658500E0	-7.705637373E0	3.463109365E0	-1.568199264E0	8.592393306E0
4.447653500E0	-6.759591209E0	3.506691586E0	-1.790847203E0	7.822793165E0
4.457647500E0	-5.647982304E0	3.492992145E0	-1.712316173E0	6.858040894E0
4.467641500E0	-4.452226703E0	3.263714925E0	-1.828181675E0	5.815187526E0
4.477636500E0	-3.260111579E0	3.121656529E0	-2.085917585E0	4.972335383E0
4.487630500E0	-2.105207696E0	3.207220590E0	-2.239260816E0	4.442122506E0
4.497625500E0	-1.151797988E0	3.574768087E0	-2.197511696E0	4.351397837E0
4.507619500E0	-2.455639078E-1	3.729371392E0	-2.167025483E0	4.320244445E0
4.517614500E0	6.398510148E-1	3.782614384E0	-1.908287945E0	4.284757144E0
4.527608500E0	1.607261589E0	3.956339254E0	-1.305930592E0	4.465575531E0
4.537602500E0	2.842070158E0	3.972674328E0	-7.272228885E-1	4.938456969E0
4.547597500E0	4.426585493E0	4.202565213E0	-5.472759962E-2	6.104032160E0
4.557591500E0	6.533444297E0	4.022220125E0	7.881637394E-1	7.712674711E0
4.567586500E0	8.688498191E0	3.672008453E0	1.136270707E0	9.500776705E0
4.577580500E0	1.073982657E1	3.106405528E0	8.939854789E-1	1.121574073E1
4.587575500E0	1.264635217E1	2.550213405E0	5.272843659E-1	1.291169394E1
4.597569500E0	1.405291509E1	2.521608827E0	4.002319711E-1	1.428296606E1
4.607563500E0	1.547798680E1	2.806952658E0	1.141687567E0	1.577182643E1
4.617558500E0	1.716308184E1	2.541570051E0	2.706152215E0	1.756001755E1
4.627552500E0	1.878324941E1	1.883256161E0	4.149870105E0	1.932817979E1
4.637547500E0	2.009679600E1	1.233862782E0	4.707979823E0	2.067773442E1
4.647541500E0	2.067681406E1	1.064416247E0	4.481128905E0	2.118358180E1
4.657536500E0	2.066168381E1	6.942831838E-1	3.958261526E0	2.104887268E1
4.667530500E0	2.010814895E1	1.334309761E-1	3.255681143E0	2.037044226E1
4.677525500E0	1.897071582E1	-1.999776989E-1	2.558002481E0	1.914344343E1
4.687519500E0	1.763343304E1	-3.602757539E-1	2.170279459E0	1.777013991E1
4.697513500E0	1.620417824E1	-5.579182941E-1	1.931164007E0	1.632838203E1
4.707508500E0	1.461128911E1	-5.402152640E-1	1.865928376E0	1.473985382E1
4.717502500E0	1.292354293E1	-1.113662155E-1	1.995631898E0	1.307719049E1
4.727497500E0	1.142236036E1	2.808187444E-1	1.864943120E0	1.157701120E1
4.737491500E0	9.927042546E0	6.020999287E-1	1.533247533E0	1.006278023E1
4.747486500E0	8.507094172E0	1.124896557E0	1.311976613E0	8.680859759E0
4.757480500E0	7.361759697E0	1.379950495E0	1.177180751E0	7.581920846E0
4.767474500E0	6.448302405E0	1.339970743E0	5.262833226E-1	6.607049238E0
4.777469500E0	5.346228554E0	1.487119872E0	-1.846807981E-1	5.552278115E0
4.787463500E0	4.092360693E0	1.871070710E0	-7.529044443E-1	4.562366353E0
4.797458500E0	3.084167983E0	2.154737267E0	-9.936138475E-1	3.891304834E0
4.807452500E0	2.126958315E0	2.543751063E0	-1.109930754E0	3.496650887E0
4.817447500E0	1.320791876E0	2.880783988E0	-1.100979837E0	3.354931321E0
4.827441500E0	1.450584568E-1	3.181199018E0	-9.860569060E-1	3.333673255E0
4.837436500E0	-1.219523655E0	3.682705057E0	-6.996515125E-1	3.941962293E0
4.847430500E0	-2.363071953E0	3.871165203E0	8.306262195E-2	4.536179943E0
4.857424500E0	-3.717868457E0	4.201141416E0	8.942731619E-2	5.610715846E0
4.867419500E0	-4.815088534E0	4.610702620E0	-4.384066880E-2	6.666751701E0
4.877413500E0	-5.591047381E0	4.615859864E0	-6.310899854E-2	7.250514178E0
4.887408500E0	-6.640066520E0	4.892711784E0	-3.595739418E-1	8.255810403E0
4.897402500E0	-7.284385246E0	4.878284072E0	7.766037941E-2	8.767323139E0
4.907397500E0	-8.206601082E0	4.834989240E0	9.632287914E-1	9.573569448E0
4.917391500E0	-9.261522401E0	5.040382923E0	1.937968411E0	1.072086651E1
4.927386500E0	-1.033395730E1	4.881534831E0	3.069712204E0	1.183398449E1
4.937380500E0	-1.198693008E1	5.051660448E0	3.652787193E0	1.351105549E1
4.947374500E0	-1.367917159E1	5.212468234E0	4.121139811E0	1.520767418E1
4.957369417E0	-1.504552907E1	5.096813816E0	4.219272462E0	1.643617097E1
4.967363417E0	-1.602427462E1	4.826494113E0	4.068242975E0	1.722274726E1
4.977358417E0	-1.689606991E1	4.633959627E0	4.030914935E0	1.797773722E1
4.987352417E0	-1.729415420E1	4.209806112E0	4.001820359E0	1.824348660E1
4.997347417E0	-1.731190635E1	3.844850978E0	3.828556834E0	1.814229390E1
5.007341417E0	-1.694969823E1	3.627527806E0	3.475609542E0	1.767854886E1
5.017336417E0	-1.626548629E1	3.290020379E0	3.124053302E0	1.688638468E1
5.027330417E0	-1.547637998E1	2.956743705E0	2.586846796E0	1.596723041E1
5.037324417E0	-1.457981471E1	2.994974847E0	2.179856613E0	1.504302650E1
5.047319417E0	-1.341170475E1	3.090840240E0	1.840778916E0	1.388580515E1
5.057313417E0	-1.209409551E1	2.965128320E0	1.068765771E0	1.249805555E1
5.067308417E0	-1.085397241E1	2.812094992E0	3.548628402E-1	1.121795538E1
5.077302417E0	-9.617048900E0	2.772085126E0	-1.177366108E-1	1.000929305E1
5.087297417E0	-8.433574206E0	2.682891699E0	-6.351760197E-1	8.872797210E0
5.097291417E0	-7.272558083E0	2.468602940E0	-1.275231541E0	7.785262810E0
5.107286417E0	-6.161918646E0	2.375204341E0	-1.966418624E0	6.890401967E0
5.117280417E0	-5.216616833E0	2.234243320E0	-2.589932957E0	6.238003456E0
5.127275417E0	-4.460407543E0	2.438311293E0	-2.788381609E0	5.797902155E0
5.137269417E0	-3.803779843E0	2.804939169E0	-2.715286151E0	5.450614985E0
5.147263417E0	-3.162100258E0	2.811144235E0	-2.906283111E0	5.133019722E0
5.157258417E0	-2.351848953E0	3.002751060E0	-2.783558241E0	4.721853863E0
5.167252417E0	-1.320370145E0	3.190455453E0	-2.318577712E0	4.159108789E0
5.177247417E0	-1.071125123E-1	3.353500968E0	-1.644506013E0	3.736554812E0
5.187241417E0	1.367291566E0	3.357663309E0	-1.089022865E0	3.785414102E0
5.197236417E0	2.457516911E0	3.131308528E0	-8.659808242E-1	4.073623111E0
5.207230417E0	3.351262654E0	3.113604036E0	-1.057488831E0	4.695079775E0
5.217225417E0	4.100112054E0	2.891109879E0	-1.707288737E0	5.299459408E0
5.227219417E0	4.857417113E0	2.868072434E0	-1.791362343E0	5.918557218E0
5.237214417E0	6.166618638E0	3.768887168E0	-7.346441746E-1	7.264392471E0
5.247208417E0	7.671231186E0	3.735199312E0	2.236384571E-1	8.535192791E0
5.257202417E0	9.801257828E0	3.332512095E0	1.182233330E0	1.041959536E1
5.267197417E0	1.188942893E1	3.470315181E0	2.125993232E0	1.256668035E1
5.277191417E0	1.360047158E1	3.393111469E0	2.530934551E0	1.424400443E1
5.287186417E0	1.495064045E1	3.068179356E0	2.759221544E0	1.550963178E1
5.297180417E0	1.609280632E1	3.049699816E0	3.354391499E0	1.671918140E1
5.307175417E0	1.722905481E1	2.956570043E0	4.490638232E0	1.804847550E1
5.317169417E0	1.831214860E1	2.465690441E0	5.140556837E0	1.917914858E1
5.327164417E0	1.916393238E1	2.055726803E0	5.521718699E0	2.004923177E1
5.337158417E0	1.937901987E1	1.568944200E0	5.490438434E0	2.020279464E1
5.347152417E0	1.891473107E1	1.471889629E0	5.005727645E0	1.962118293E1
5.357147417E0	1.814928025E1	1.299531984E0	4.627475358E0	1.877494834E1
5.367141417E0	1.695609392E1	1.058697158E0	4.040146519E0	1.746289622E1
5.377136417E0	1.541471408E1	7.706212154E-1	3.375512227E0	1.579877685E1
5.387130417E0	1.382532392E1	6.135440261E-1	2.736078265E0	1.410681190E1
5.397125417E0	1.250941973E1	8.503469776E-1	2.227046567E0	1.273453605E1
5.407119417E0	1.118718067E1	1.096272536E0	1.800450670E0	1.138404354E1
5.417114417E0	9.971149263E0	1.370469528E0	1.494274086E0	1.017520808E1
5.427108417E0	8.999863594E0	1.417709183E0	1.189513698E0	9.188165588E0
5.437103417E0	8.173606414E0	1.527472676E0	1.306483154E0	8.417120221E0
5.447097417E0	6.868908999E0	1.770590109E0	1.503482866E0	7.251024817E0
5.457092417E0	5.349231684E0	1.912338019E0	9.728129625E-1	5.763478235E0
5.467086417E0	4.473522555E0	2.012332131E0	6.274951172E-1	4.945263873E0
5.477080417E0	3.476997671E0	2.469057561E0	4.185384339E-1	4.284965865E0
5.487075417E0	2.098727958E0	2.740159037E0	7.156231821E-2	3.452282108E0
5.497069417E0	1.121658515E0	2.686539484E0	-3.710227901E-1	2.934837327E0
5.507064417E0	2.088460247E-1	2.673764195E0	-3.276756263E-1	2.701851763E0
5.517058417E0	-9.185969943E-1	2.882986927E0	-1.705428153E-1	3.030597121E0
5.527053417E0	-2.135379621E0	2.975683421E0	-7.157869041E-2	3.663285610E0
5.537047417E0	-3.406156315E0	3.132837574E0	2.810750717E-1	4.636332096E0
5.547042417E0	-4.871765011E0	3.403944021E0	3.778447366E-1	5.955140289E0
5.557036417E0	-6.190854762E0	3.530851404E0	3.944239318E-1	7.137868349E0
5.567031417E0	-7.370471463E0	3.608444248E0	5.227931195E-1	8.223018432E0
5.577025417E0	-8.431307241E0	3.699715776E0	3.987421006E-1	9.215955397E0
5.587020417E0	-9.614529920E0	4.071039698E0	5.360499269E-1	1.045465922E1
5.597014417E0	-1.096974026E1	4.411872729E0	1.125390208E0	1.187713457E1
5.607008417E0	-1.240314893E1	4.860436031E0	2.023846468E0	1.347434214E1
5.617003417E0	-1.374603334E1	5.298456802E0	2.886436492E0	1.501194833E1
5.626997417E0	-1.490335168E1	5.191868493E0	2.979902480E0	1.606067273E1
5.636992417E0	-1.571690871E1	4.952177090E0	2.778078230E0	1.671116381E1
5.646986417E0	-1.635344245E1	4.872281905E0	2.666300517E0	1.727088213E1
5.656981417E0	-1.663713532E1	4.650714239E0	2.471530933E0	1.745084181E1
5.666975417E0	-1.684827360E1	4.509760382E0	2.433621680E0	1.761035992E1
5.676970417E0	-1.673293727E1	4.196687299E0	2.365692236E0	1.741263546E1
5.686964417E0	-1.646076576E1	3.910968954E0	2.381151105E0	1.708573580E1
5.696959417E0	-1.616207595E1	3.916944223E0	2.373142759E0	1.679842128E1
5.706953417E0	-1.543027352E1	3.770555964E0	2.113754425E0	1.602430625E1
5.716948417E0	-1.436386534E1	3.313921750E0	1.567955436E0	1.482434448E1
5.726942417E0	-1.323618069E1	2.860250321E0	9.622154689E-1	1.357583772E1
5.736937417E0	-1.219267021E1	2.534312780E0	3.837866771E-1	1.245918297E1
5.746931417E0	-1.109638744E1	2.294872368E0	-3.660485637E-1	1.133711802E1
5.756925417E0	-9.995941458E0	1.978880941E0	-1.184969242E0	1.025860456E1
5.766920417E0	-8.917134848E0	1.809651995E0	-1.886734523E0	9.292464764E0
5.776914417E0	-7.739544207E0	1.577006194E0	-2.040367776E0	8.157854726E0
5.786909417E0	-6.612924914E0	1.490031931E0	-1.902156554E0	7.040537667E0
5.796903417E0	-5.588664055E0	1.648522320E0	-1.650454971E0	6.055971712E0
5.806898417E0	-4.702007477E0	1.778579599E0	-1.562541499E0	5.264385589E0
5.816892417E0	-3.711547325E0	1.994897342E0	-1.356901941E0	4.426780074E0
5.826887417E0	-2.825396238E0	2.057682112E0	-9.727012807E-1	3.628094177E0
5.836881417E0	-1.876235555E0	2.184157971E0	-1.135688909E0	3.095253657E0
5.846876417E0	-7.659796956E-1	2.463707358E0	-1.321264331E0	2.898675262E0
5.856870417E0	4.883587204E-1	2.940132058E0	-1.952398170E0	3.562966372E0
5.866865417E0	1.872889047E0	3.184243956E0	-2.832540366E0	4.655148534E0
5.876859417E0	3.168817831E0	3.584984050E0	-2.663323115E0	5.476021101E0
5.886854417E0	5.360788706E0	4.219642006E0	-1.311010069E0	6.947098791E0
5.896848417E0	8.160612146E0	3.904078595E0	6.646073949E-1	9.070784049E0
5.906842417E0	1.092022721E1	3.722391863E0	2.161019808E0	1.173786906E1
5.916837417E0	1.329123222E1	4.052626231E0	3.204722074E0	1.426011490E1
5.926831417E0	1.510188921E1	4.120199871E0	3.669642377E0	1.607822689E1
5.936826417E0	1.645812749E1	3.814163913E0	3.013262599E0	1.716093116E1
5.946820417E0	1.774375714E1	3.252887344E0	2.400535794E0	1.819848250E1
5.956815625E0	1.908449211E1	2.753683354E0	1.959773263E0	1.938146853E1
5.966809625E0	2.001558987E1	2.439840047E0	1.915058436E0	2.025448360E1
5.976804625E0	2.104241239E1	2.324771667E0	2.330351665E0	2.129831499E1
5.986798625E0	2.175921086E1	2.357038357E0	2.616722560E0	2.204237111E1
5.996793625E0	2.198345158E1	2.364313171E0	2.967639699E0	2.230849627E1
6.006787625E0	2.152003635E1	2.156293942E0	2.989680778E0	2.183345505E1
6.016782625E0	2.046376959E1	1.808745676E0	2.470667299E0	2.069158340E1
6.026776625E0	1.887158680E1	1.588994302E0	1.378746554E0	1.898848686E1
6.036771625E0	1.703256965E1	1.464130813E0	2.672680414E-1	1.709747175E1
6.046765625E0	1.514205373E1	1.379518386E0	-9.182414836E-1	1.523246630E1
6.056760625E0	1.348396815E1	1.568921249E0	-1.529039292E0	1.366077860E1
6.066754625E0	1.167920048E1	1.801788513E0	-1.459608284E0	1.190716683E1
6.076748625E0	9.975986080E0	2.193463961E0	-1.507959495E0	1.032499512E1
6.086743625E0	8.466809195E0	2.668657529E0	-1.138405525E0	8.950114977E0
6.096737625E0	6.645254754E0	3.145524863E0	-8.500693810E-1	7.401105010E0
6.106732625E0	5.088611927E0	3.508173856E0	-6.722269017E-1	6.217165283E0
6.116726625E0	4.170797875E0	3.546521065E0	-3.469269991E-1	5.485774779E0
6.126721625E0	3.096837437E0	3.401154022E0	-4.089291197E-1	4.617951257E0
6.136715625E0	1.738992341E0	3.454356083E0	-6.631818438E-1	3.923834918E0
6.146710625E0	2.784474061E-1	3.486011739E0	-8.715625763E-1	3.604085477E0
6.156704625E0	-1.097337533E0	3.705429676E0	-9.949119294E-1	3.990514815E0
6.166699625E0	-2.543853974E0	3.930055727E0	-1.052519867E0	4.798367340E0
6.176693625E0	-3.635888447E0	4.093662868E0	-1.144436343E0	5.593522595E0
6.186688625E0	-4.692070718E0	4.249059348E0	-1.178280028E0	6.438817966E0
6.196682625E0	-5.818522196E0	4.605336337E0	-6.267829263E-1	7.446957779E0
6.206677625E0	-7.014837375E0	5.150666088E0	-2.996698022E-2	8.702769822E0
6.216671625E0	-8.516890013E0	5.559973522E0	6.705996215E-1	1.019315579E1
6.226666625E0	-1.046600848E1	6.068240989E0	1.477580870E0	1.218786804E1
6.236660625E0	-1.211974023E1	6.506777485E0	2.148103309E0	1.392266513E1
6.246655625E0	-1.376580277E1	6.795685487E0	2.535646237E0	1.555982548E1
6.256649625E0	-1.529972507E1	6.874114775E0	2.785222358E0	1.700272051E1
6.266644625E0	-1.636323537E1	6.624780729E0	3.077798903E0	1.791971087E1
6.276638625E0	-1.707007135E1	6.305670104E0	3.102105778E0	1.846000736E1
6.286632625E0	-1.735316430E1	5.861290485E0	3.208292969E0	1.859516553E1
6.296627625E0	-1.740257210E1	5.650035846E0	3.398242693E0	1.860968765E1
6.306621625E0	-1.727602315E1	5.617572690E0	3.591563922E0	1.851802987E1
6.316616625E0	-1.717223741E1	5.638533204E0	3.863626680E0	1.848259737E1
6.326610625E0	-1.701927893E1	5.469508325E0	3.644965957E0	1.824437320E1
6.336605625E0	-1.645437709E1	5.150311162E0	3.182004472E0	1.753275172E1
6.346599625E0	-1.592068768E1	4.820277061E0	2.457518665E0	1.681495659E1
6.356594625E0	-1.523064139E1	4.527851667E0	1.546509018E0	1.596450964E1
6.366588625E0	-1.436011962E1	4.228347633E0	6.913285857E-1	1.498565629E1
6.376583625E0	-1.347951842E1	3.874675578E0	-1.524562079E-1	1.402618161E1
