"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
6.386577625E0	-1.252789693E1	3.675784877E0	-7.493890983E-1	1.307750664E1
6.396572625E0	-1.162788064E1	3.648454114E0	-9.816253012E-1	1.222630008E1
6.406566625E0	-1.049720922E1	3.633903610E0	-1.182405238E0	1.117115657E1
6.416561625E0	-9.397467826E0	3.409910812E0	-1.360255904E0	1.008911242E1
6.426555625E0	-8.401734948E0	3.288317378E0	-1.597990243E0	9.162737261E0
6.436550625E0	-7.466731251E0	3.266321614E0	-1.695936953E0	8.324490051E0
6.446544625E0	-6.580926611E0	3.406899788E0	-1.717012072E0	7.606818763E0
6.456539625E0	-5.652213934E0	3.827348800E0	-1.891477785E0	7.083347330E0
6.466533625E0	-4.577745081E0	3.866072278E0	-2.643801016E0	6.549194507E0
6.476528625E0	-3.515088480E0	3.815719272E0	-3.473601024E0	6.243513807E0
6.486522625E0	-2.368852803E0	4.121370484E0	-3.946952426E0	6.178639957E0
6.496517625E0	-1.165749737E0	4.461455948E0	-3.694349202E0	5.908618929E0
6.506511625E0	3.524594884E-1	4.624781253E0	-3.219844728E0	5.646258000E0
6.516506625E0	2.023121998E0	4.975395799E0	-2.220224036E0	5.811796688E0
6.526500625E0	3.582622944E0	5.319610859E0	-9.830754107E-1	6.488442349E0
6.536495625E0	4.815425919E0	5.191551574E0	-7.048151886E-1	7.115988967E0
6.546489625E0	5.962353176E0	5.084014261E0	-1.366776718E0	7.953925760E0
6.556484625E0	7.424238950E0	5.265907692E0	-1.702589915E0	9.260017291E0
6.566478625E0	9.149878589E0	5.733620040E0	-2.350609344E0	1.105079369E1
6.576473625E0	1.166052213E1	5.644463450E0	-1.943921462E0	1.309986926E1
6.586467625E0	1.517745746E1	5.309450153E0	1.592092157E0	1.615797738E1
6.596461625E0	1.915648888E1	4.821398849E0	5.699550653E0	2.055971378E1
6.606456625E0	2.194718247E1	4.118006288E0	7.757360673E0	2.363923516E1
6.616450625E0	2.301999452E1	4.160620211E0	7.295972673E0	2.450432871E1
6.626445625E0	2.284094810E1	3.546520481E0	5.577285959E0	2.377799058E1
6.636439625E0	2.225922966E1	3.063119468E0	4.525161948E0	2.292014609E1
6.646434625E0	2.202521006E1	3.034935596E0	4.703248841E0	2.272534404E1
6.656428625E0	2.228289451E1	3.201695848E0	5.453174713E0	2.316280118E1
6.666423625E0	2.259707477E1	2.879061399E0	6.187179202E0	2.360504118E1
6.676417625E0	2.251834084E1	2.465186119E0	6.451908967E0	2.355376713E1
6.686412625E0	2.170696950E1	2.797650615E0	6.149301524E0	2.273396760E1
6.696406625E0	2.042701633E1	3.301074248E0	5.635134217E0	2.144562485E1
6.706401625E0	1.898860830E1	3.353631361E0	4.631315224E0	1.983086405E1
6.716395625E0	1.744296116E1	3.286452408E0	3.649205773E0	1.812110279E1
6.726390625E0	1.572626308E1	3.324279508E0	3.086464477E0	1.636742032E1
6.736384625E0	1.395459182E1	3.785211425E0	2.581926949E0	1.468757316E1
6.746379625E0	1.200773448E1	4.285601522E0	1.958786253E0	1.289918258E1
6.756373625E0	9.794325369E0	4.607707676E0	1.491419476E0	1.092630365E1
6.766368625E0	7.757255423E0	5.085351520E0	9.720820606E-1	9.326347372E0
6.776362625E0	6.401440480E0	5.520004295E0	6.946878111E-1	8.481242762E0
6.786357625E0	5.116960398E0	5.832975928E0	7.301283699E-1	7.793585781E0
6.796351625E0	3.585935977E0	5.857686846E0	3.349466389E-1	6.876308695E0
6.806346625E0	2.283819230E0	5.741096874E0	-1.246731627E-1	6.179932605E0
6.816340625E0	1.201457513E0	5.440827148E0	-1.855070096E-1	5.574989961E0
6.826335625E0	-1.688690498E-2	5.386058033E0	-1.109199268E-1	5.387226516E0
6.836329625E0	-1.176237157E0	5.264626567E0	-4.787793732E-1	5.415630750E0
6.846324625E0	-2.449594811E0	5.310042475E0	-4.501630998E-1	5.865126823E0
6.856318625E0	-3.882799700E0	5.695495024E0	-5.917025560E-1	6.918447008E0
6.866313625E0	-5.058647286E0	6.061070548E0	-6.588683528E-1	7.922158548E0
6.876307625E0	-6.232175281E0	6.378669668E0	-4.593484908E-1	8.929638095E0
6.886302625E0	-7.506040328E0	6.750411081E0	-1.673525745E-1	1.009637054E1
6.896296625E0	-8.494283507E0	7.289664697E0	3.756309807E-1	1.119969474E1
6.906291625E0	-9.401693024E0	7.827525507E0	1.042418218E0	1.227797308E1
6.916285625E0	-1.074376292E1	8.329283268E0	1.424711516E0	1.366876748E1
6.926280625E0	-1.192131029E1	8.806623057E0	1.772620263E0	1.492703692E1
6.936274625E0	-1.289462026E1	9.049595332E0	1.996032432E0	1.587924913E1
6.946269625E0	-1.411754671E1	9.275508356E0	2.350476027E0	1.705476232E1
6.956263500E0	-1.536751535E1	9.559771914E0	2.740054956E0	1.830458053E1
6.966258500E0	-1.630491056E1	9.640980384E0	2.809460821E0	1.914919532E1
6.976252500E0	-1.710264502E1	9.800837998E0	2.562370352E0	1.987769187E1
6.986247500E0	-1.747801639E1	9.639161316E0	2.089641677E0	2.006890854E1
6.996241500E0	-1.750113745E1	9.107192745E0	1.887768311E0	1.981904238E1
7.006236500E0	-1.746328257E1	8.643617302E0	1.509155250E0	1.954369228E1
7.016230500E0	-1.710130718E1	8.175624288E0	1.247285358E0	1.899608540E1
7.026225500E0	-1.661675544E1	7.544351285E0	9.052203190E-1	1.827165076E1
7.036219500E0	-1.604155197E1	6.957428827E0	1.695587289E-1	1.748616469E1
7.046214500E0	-1.531440977E1	6.437288005E0	-5.921212167E-1	1.662288877E1
7.056208500E0	-1.435222471E1	5.849075652E0	-1.158915803E0	1.554159341E1
7.066203500E0	-1.335073700E1	5.506259245E0	-1.669185356E0	1.453778694E1
7.076197500E0	-1.236907018E1	5.302285559E0	-2.028540028E0	1.360966950E1
7.086192500E0	-1.137910266E1	5.170776417E0	-2.456963180E0	1.273803651E1
7.096186500E0	-1.055118838E1	5.092189254E0	-2.614830401E0	1.200397041E1
7.106181500E0	-9.674045219E0	5.197527428E0	-2.671144350E0	1.130205532E1
7.116175500E0	-8.651578871E0	5.224845620E0	-2.577984172E0	1.043047607E1
7.126170500E0	-7.526388053E0	5.007060226E0	-2.765858719E0	9.453419682E0
7.136164500E0	-6.457624036E0	4.666136270E0	-2.886194417E0	8.473715484E0
7.146159500E0	-5.538046464E0	4.550156456E0	-2.773713868E0	7.685529977E0
7.156153500E0	-4.753858539E0	4.535991283E0	-2.649363472E0	7.084738156E0
7.166148500E0	-4.102481054E0	4.659658725E0	-2.431913708E0	6.667606356E0
7.176142500E0	-3.354429506E0	4.651264462E0	-2.186555768E0	6.137384177E0
7.186137500E0	-2.394915012E0	4.781978091E0	-1.963303812E0	5.697147904E0
7.196131500E0	-1.367319048E0	5.025285412E0	-1.651861811E0	5.463671137E0
7.206126500E0	-1.066306286E-1	5.167285044E0	-1.198312588E0	5.305483755E0
7.216120500E0	1.536979226E0	5.360235559E0	-5.741217327E-1	5.605715490E0
7.226115500E0	2.901166213E0	5.317768402E0	-1.682378429E-1	6.060010737E0
7.236109500E0	4.032050464E0	4.948057142E0	-3.119542176E-1	6.390462883E0
7.246104500E0	5.048418167E0	4.388913344E0	-6.094810152E-1	6.717183445E0
7.256098500E0	5.870794550E0	4.542244880E0	-5.011040425E-1	7.439712525E0
7.266092500E0	6.769922655E0	5.121436442E0	-4.985143107E-1	8.503498133E0
7.276087500E0	7.960894648E0	4.990398585E0	-6.903100008E-1	9.421064140E0
7.286082500E0	9.572811205E0	5.406369506E0	-1.010485988E0	1.104031827E1
7.296076500E0	1.140689681E1	5.452613381E0	-5.906623363E-1	1.265690205E1
7.306070500E0	1.342616140E1	4.974630983E0	8.239633173E-1	1.434181575E1
7.316065500E0	1.569259248E1	4.774368817E0	2.247409496E0	1.655605345E1
7.326059500E0	1.777706405E1	4.507508619E0	3.672915648E0	1.870379505E1
7.336054500E0	1.917635538E1	4.345786036E0	4.868075418E0	2.025627360E1
7.346048500E0	1.977933429E1	3.832530602E0	5.028912440E0	2.076536337E1
7.356043500E0	2.013637931E1	2.980655016E0	4.625521803E0	2.087471025E1
7.366037500E0	2.033742529E1	2.486663235E0	4.063527195E0	2.088795382E1
7.376032500E0	2.032177581E1	2.228888294E0	3.559062173E0	2.075113102E1
7.386026500E0	2.014610674E1	1.858723437E0	3.419159353E0	2.051855551E1
7.396021500E0	1.978473010E1	1.624257106E0	3.592708806E0	2.017377785E1
7.406015500E0	1.913894606E1	1.481403195E0	3.638560333E0	1.953798692E1
7.416010500E0	1.820508842E1	1.133307265E0	3.541434572E0	1.858094154E1
7.426004500E0	1.701172316E1	1.062381562E0	3.142301293E0	1.733209268E1
7.435999500E0	1.571658126E1	1.399010664E0	2.606696924E0	1.599259286E1
7.445993500E0	1.447974546E1	1.868131022E0	2.067433952E0	1.474541371E1
7.455988500E0	1.331205884E1	2.125303553E0	1.400494688E0	1.355319929E1
7.465982500E0	1.222566254E1	2.063735150E0	3.900274104E-1	1.240475509E1
7.475977500E0	1.123130844E1	2.085759564E0	-3.869359875E-1	1.142989071E1
7.485971500E0	1.002198730E1	2.148027587E0	-1.116670840E0	1.031024760E1
7.495966500E0	8.539442139E0	2.403648706E0	-1.961843178E0	9.085616534E0
7.505960500E0	7.096993679E0	2.739641850E0	-2.577564926E0	8.032234913E0
7.515955500E0	5.898974036E0	3.039007890E0	-2.872900772E0	7.230976592E0
7.525949500E0	4.745737048E0	3.430907578E0	-2.763513985E0	6.475349913E0
7.535944500E0	3.738916095E0	4.023037566E0	-2.249050809E0	5.934859254E0
7.545938500E0	2.725536904E0	4.501199181E0	-1.793324084E0	5.559258651E0
7.555933500E0	1.622252972E0	5.077280608E0	-7.563659960E-1	5.383546470E0
7.565927500E0	6.262419127E-1	5.550084127E0	-1.252005816E-1	5.586706358E0
7.575922500E0	-2.262031920E-1	5.416390464E0	-5.579588592E-2	5.421398964E0
7.585916500E0	-1.191812970E0	5.252823962E0	3.987274826E-2	5.386480072E0
7.595911500E0	-2.306038211E0	5.425616786E0	-7.998230875E-2	5.895890680E0
7.605905500E0	-3.472157931E0	5.780503015E0	2.715797782E-1	6.748618479E0
7.615900500E0	-4.643453459E0	6.329922600E0	8.207988042E-1	7.893243366E0
7.625894500E0	-5.650031168E0	6.590920088E0	1.264566219E0	8.772810697E0
7.635889500E0	-6.684782517E0	6.884445636E0	2.044453225E0	9.811304602E0
7.645883500E0	-7.910841313E0	7.412369687E0	2.446939883E0	1.111360200E1
7.655878500E0	-9.177927098E0	7.776483992E0	2.389678684E0	1.226452662E1
7.665872500E0	-1.051391121E1	8.027440056E0	2.177764480E0	1.340614713E1
7.675867500E0	-1.183869615E1	8.269746333E0	1.975177168E0	1.457548475E1
7.685861500E0	-1.310355414E1	8.312497666E0	1.607944543E0	1.560084082E1
7.695856500E0	-1.402122669E1	8.123330299E0	1.421755164E0	1.626667393E1
7.705850500E0	-1.455392558E1	7.943944740E0	1.595409867E0	1.665738096E1
7.715845500E0	-1.509532045E1	7.809390952E0	1.739754817E0	1.708455540E1
7.725839500E0	-1.563124583E1	7.603247364E0	1.618316334E0	1.745749594E1
7.735834500E0	-1.603924700E1	7.480658734E0	1.417528796E0	1.775463565E1
7.745828500E0	-1.634173516E1	7.401773947E0	1.177526321E0	1.797846305E1
7.755823500E0	-1.650559051E1	7.216970943E0	7.767552370E-1	1.803115460E1
7.765817500E0	-1.627746607E1	6.843854265E0	3.714087063E-1	1.766160206E1
7.775812500E0	-1.579155192E1	6.355177894E0	-2.058342701E-1	1.702362376E1
7.785807500E0	-1.518396073E1	5.671197504E0	-1.085570669E0	1.624480250E1
7.795801500E0	-1.443462601E1	5.155339183E0	-1.835772530E0	1.543716330E1
7.805796500E0	-1.359419401E1	4.739975787E0	-2.449043126E0	1.460367397E1
7.815790500E0	-1.273877560E1	4.306754702E0	-2.841663192E0	1.374407470E1
7.825785500E0	-1.184476088E1	4.054592358E0	-2.994362059E0	1.287261759E1
7.835779500E0	-1.097200898E1	3.896321386E0	-3.210668108E0	1.207785954E1
7.845774500E0	-1.016441260E1	3.835652431E0	-3.539547676E0	1.142610655E1
7.855768500E0	-9.287012753E0	3.852159413E0	-3.674652271E0	1.070470959E1
7.865763500E0	-8.474774272E0	3.958977225E0	-3.708611146E0	1.006226099E1
7.875757500E0	-7.536084491E0	4.114495620E0	-3.616404648E0	9.316653167E0
7.885752500E0	-6.609185035E0	4.319717102E0	-3.625255578E0	8.688139080E0
7.895746500E0	-5.734279021E0	4.580304115E0	-3.728332635E0	8.231743795E0
7.905741500E0	-4.764374464E0	4.699757468E0	-3.644806913E0	7.620472539E0
7.915735500E0	-3.590925113E0	4.844280759E0	-3.390344859E0	6.917820285E0
7.925730500E0	-2.262530834E0	5.089448664E0	-2.959498621E0	6.307151937E0
7.935724500E0	-9.609384370E-1	5.202253733E0	-2.320300301E0	5.776732646E0
7.945719500E0	2.585852185E-1	5.313388837E0	-1.528518890E0	5.534919805E0
7.955713625E0	1.351958266E0	5.632621669E0	-4.756522822E-1	5.812096275E0
7.965708625E0	2.299655683E0	6.046863568E0	7.800244153E-2	6.469857777E0
7.975702625E0	3.260830786E0	6.227581708E0	-2.373150945E-2	7.029676702E0
7.985697625E0	4.265304375E0	6.317024227E0	-6.524761766E-1	7.650055010E0
7.995691625E0	5.556806670E0	6.469797354E0	-1.207378696E0	8.613602121E0
8.005686625E0	7.296715854E0	6.634956638E0	-9.815662444E-1	9.911013275E0
8.015680625E0	9.432375703E0	6.082829792E0	-7.665740651E-1	1.124980735E1
8.025675625E0	1.194889161E1	5.328097508E0	4.660768819E-1	1.309128952E1
8.035669625E0	1.434192425E1	5.302819995E0	2.539028851E0	1.550023737E1
8.045664625E0	1.605762362E1	5.391045123E0	3.621337944E0	1.732122203E1
8.055658625E0	1.725698228E1	4.721738321E0	3.608857062E0	1.825163279E1
8.065653625E0	1.814680220E1	4.063208522E0	2.900171601E0	1.882092158E1
8.075647625E0	1.853860658E1	3.337648582E0	1.738645601E0	1.891673123E1
8.085642625E0	1.895972539E1	2.838284086E0	9.472366565E-1	1.919438201E1
8.095636625E0	1.951314330E1	2.594337080E0	1.088085557E0	1.971489986E1
8.105631625E0	2.016749819E1	2.388706293E0	1.963612545E0	2.040317807E1
8.115625625E0	2.093238650E1	2.162283245E0	2.867662836E0	2.123826179E1
8.125620625E0	2.125467334E1	2.088475450E0	3.576766958E0	2.165447137E1
8.135614625E0	2.081810150E1	2.313981508E0	4.350700913E0	2.139337419E1
8.145609625E0	1.977801983E1	2.371123423E0	4.053444842E0	2.032788011E1
8.155603625E0	1.864259113E1	2.152308188E0	3.035148143E0	1.901028034E1
8.165598625E0	1.722538743E1	2.097804829E0	1.834649865E0	1.744937528E1
8.175592625E0	1.554565312E1	2.304116085E0	9.852938443E-1	1.574633563E1
8.185587625E0	1.392530195E1	2.074414358E0	3.990362155E-1	1.408461782E1
8.195581625E0	1.257310526E1	2.270741640E0	1.379551131E-1	1.277725617E1
8.205576625E0	1.118882841E1	3.100508904E0	4.210708630E-1	1.161810387E1
8.215570625E0	9.611995152E0	3.885629752E0	8.713433057E-1	1.040422071E1
8.225565625E0	8.251693055E0	4.191439716E0	1.102334636E0	9.320608715E0
8.235559625E0	7.067093357E0	4.113328224E0	8.231400293E-1	8.218323253E0
8.245554625E0	5.807418918E0	4.289102250E0	3.298168766E-1	7.227121957E0
8.255548625E0	4.697420921E0	4.873223014E0	-5.140404224E-2	6.768804047E0
8.265543625E0	3.737344363E0	4.850987515E0	-6.522551519E-1	6.158348768E0
8.275537625E0	2.592639633E0	4.386488212E0	-1.377502851E0	5.278311586E0
8.285532625E0	1.291846989E0	4.071960342E0	-1.641680639E0	4.576553834E0
8.295526625E0	-2.170607780E-1	4.364416727E0	-1.874177043E0	4.754764803E0
8.305521625E0	-1.649103971E0	4.729355489E0	-1.913509508E0	5.361703637E0
8.315515625E0	-3.198260901E0	5.156406884E0	-1.873962450E0	6.350522814E0
8.325510625E0	-4.681355988E0	5.777613906E0	-1.585194197E0	7.603207019E0
8.335504625E0	-5.875168852E0	6.000433168E0	-9.583042663E-1	8.452286927E0
8.345499625E0	-6.990366778E0	6.163219067E0	-6.718725604E-1	9.343549095E0
8.355493625E0	-7.981226002E0	6.011698413E0	-6.796546197E-1	1.001510942E1
8.365488625E0	-8.947627493E0	6.019160045E0	-5.212517935E-1	1.079638962E1
8.375482625E0	-1.001998989E1	6.261819495E0	-1.405495226E-1	1.181652804E1
8.385477625E0	-1.150500257E1	6.431778173E0	2.080386704E-1	1.318241763E1
8.395471625E0	-1.300506247E1	6.693998898E0	5.317867219E-1	1.463639533E1
8.405466625E0	-1.423784615E1	6.943524148E0	1.092065756E0	1.587833109E1
8.415460625E0	-1.532935408E1	7.218091269E0	1.758465323E0	1.703473330E1
8.425455625E0	-1.623552516E1	7.249602499E0	2.116155292E0	1.790606397E1
8.435449625E0	-1.681899893E1	7.230327153E0	2.240688706E0	1.844388901E1
8.445444625E0	-1.724145792E1	7.346213120E0	2.400929312E0	1.889442193E1
8.455438625E0	-1.753141433E1	7.331488661E0	2.502942760E0	1.916679256E1
8.465433625E0	-1.745605308E1	7.093930907E0	2.489877157E0	1.900623932E1
8.475427625E0	-1.733271659E1	6.755908633E0	2.384510915E0	1.875503287E1
8.485422625E0	-1.692872193E1	6.369177298E0	2.035485350E0	1.820140781E1
8.495416625E0	-1.640175215E1	5.839556969E0	1.900522842E0	1.751370567E1
8.505411625E0	-1.569598152E1	5.415930288E0	1.485189852E0	1.667039069E1
8.515405625E0	-1.495988256E1	4.932655576E0	9.829777622E-1	1.578275713E1
8.525400625E0	-1.418761506E1	4.692546682E0	5.955114323E-1	1.495536858E1
8.535394625E0	-1.321571193E1	4.539940785E0	3.408242601E-1	1.397792063E1
8.545389625E0	-1.210455735E1	4.416992843E0	8.496004343E-2	1.288554821E1
8.555384625E0	-1.088889666E1	4.199744808E0	-2.460987818E-1	1.167332393E1
8.565378625E0	-9.711929914E0	3.917903751E0	-6.309853202E-1	1.049141053E1
8.575373625E0	-8.733121802E0	3.894283631E0	-8.345046777E-1	9.598398797E0
8.585367625E0	-7.742826834E0	3.918254000E0	-1.009372678E0	8.736298701E0
8.595362625E0	-6.807582816E0	3.919693292E0	-1.343222380E0	7.969405603E0
8.605356625E0	-5.854009532E0	3.943998121E0	-1.683365439E0	7.256601683E0
8.615351625E0	-4.866147006E0	4.101236474E0	-1.963487999E0	6.659940872E0
8.625345625E0	-3.761257429E0	4.209182507E0	-2.430496927E0	6.145859593E0
8.635340625E0	-2.455546399E0	4.207388289E0	-2.944719783E0	5.692380779E0
8.645334625E0	-9.382905628E-1	4.397207327E0	-3.056405110E0	5.436674872E0
8.655329625E0	7.289198966E-1	4.543492092E0	-2.600229903E0	5.285436609E0
8.665323625E0	2.726276285E0	4.622376878E0	-1.751076196E0	5.644928541E0
8.675318625E0	4.828960761E0	4.512775206E0	-6.032987541E-1	6.636864582E0
8.685312625E0	6.633219430E0	4.511207860E0	9.334495068E-2	8.022425422E0
8.695307625E0	8.263325506E0	4.599416324E0	-1.270629197E-1	9.457976735E0
8.705301625E0	1.000649568E1	4.372110201E0	-1.154804626E0	1.098084137E1
8.715296625E0	1.138444117E1	4.110677973E0	-1.936851009E0	1.225783692E1
8.725290625E0	1.279642680E1	4.290434831E0	-2.479942153E0	1.372248094E1
8.735285625E0	1.446933976E1	4.239896469E0	-2.011065039E0	1.521127535E1
8.745279625E0	1.603600062E1	4.084044490E0	-8.784160978E-1	1.657119037E1
8.755274625E0	1.756767993E1	3.662512867E0	5.845777237E-1	1.795491882E1
8.765268625E0	1.893891281E1	3.146843410E0	2.038570341E0	1.930649660E1
8.775263625E0	1.987973566E1	2.546459493E0	2.977838413E0	2.026217825E1
8.785257625E0	2.018261207E1	2.411891087E0	3.602060258E0	2.064291372E1
8.795252625E0	1.999473168E1	2.371105004E0	3.315280058E0	2.040594315E1
8.805246625E0	1.954377336E1	1.861352929E0	2.612868075E0	1.980532230E1
8.815241625E0	1.889390796E1	1.206123007E0	1.939433724E0	1.903144487E1
8.825235625E0	1.795165372E1	7.909408014E-1	1.552626375E0	1.803602249E1
8.835230625E0	1.667784013E1	5.663118626E-1	1.362877210E0	1.674301331E1
8.845224625E0	1.531475827E1	5.892859018E-1	1.219911618E0	1.537456546E1
8.855219625E0	1.397416713E1	8.177155674E-1	1.216875744E0	1.405086447E1
8.865213625E0	1.272863769E1	1.017985481E0	1.127776456E0	1.281898560E1
8.875208625E0	1.177043575E1	1.230030225E0	8.542489707E-1	1.186532231E1
8.885202625E0	1.097805500E1	1.596013007E0	4.289295208E-1	1.110175345E1
8.895197625E0	1.035263682E1	2.165615281E0	-3.597031653E-2	1.057677987E1
8.905191625E0	9.488331218E0	2.391481381E0	-2.977431446E-1	9.789599761E0
8.915186625E0	8.440654015E0	2.113105530E0	-4.129537582E-1	8.710934852E0
8.925180625E0	7.378286267E0	1.938295563E0	-7.633481562E-1	7.666733224E0
8.935175625E0	6.205391525E0	2.035174425E0	-1.425537727E0	6.684383048E0
8.945169625E0	5.010971428E0	2.200397151E0	-2.162426063E0	5.884527913E0
8.955164625E0	3.998486277E0	2.547664897E0	-2.768688771E0	5.490366695E0
8.965158250E0	3.063135840E0	2.907743745E0	-3.375356106E0	5.406551924E0
8.975153250E0	2.036537995E0	2.933518564E0	-3.544212584E0	5.031347833E0
8.985147250E0	9.439357571E-1	3.017112406E0	-2.934278410E0	4.313232172E0
8.995142250E0	-2.977659488E-1	3.420569994E0	-1.838165796E0	3.894588185E0
9.005136250E0	-1.713709565E0	3.856984535E0	-1.041110780E0	4.347072789E0
9.015131250E0	-2.932379819E0	4.172388902E0	-5.150344491E-1	5.125713710E0
9.025125250E0	-4.149406421E0	4.411295609E0	3.301805735E-2	6.056252372E0
9.035120250E0	-5.659501904E0	4.841238452E0	4.033473676E-1	7.458568271E0
9.045114250E0	-6.825098151E0	4.847139462E0	9.088391608E-1	8.420374953E0
9.055109250E0	-7.912259848E0	4.880856554E0	1.624039589E0	9.437378936E0
9.065104250E0	-9.141996542E0	5.260730567E0	2.443788818E0	1.082697976E1
9.075098250E0	-1.061599892E1	5.568618631E0	3.243792585E0	1.241898292E1
9.085093250E0	-1.225922439E1	6.139454813E0	3.835611500E0	1.423704336E1
9.095087250E0	-1.364329776E1	6.401974331E0	4.267747634E0	1.566328570E1
9.105082250E0	-1.499169960E1	6.632753992E0	4.585806345E0	1.702275249E1
9.115076250E0	-1.623181335E1	6.909002187E0	4.963993143E0	1.832613717E1
9.125071250E0	-1.705571878E1	7.031823537E0	5.214314200E0	1.917115432E1
9.135065250E0	-1.772957179E1	7.251321580E0	5.299534444E0	1.987471876E1
9.145060250E0	-1.806548614E1	7.474805671E0	5.220059089E0	2.023569930E1
9.155054250E0	-1.800829921E1	7.447090454E0	4.718052236E0	2.005038686E1
9.165049250E0	-1.764631913E1	7.345785103E0	4.194658023E0	1.956906471E1
9.175043250E0	-1.700243544E1	6.917553740E0	3.542317502E0	1.869447442E1
9.185038250E0	-1.613417771E1	6.382173319E0	2.998170936E0	1.760774987E1
9.195032250E0	-1.520942301E1	5.946593176E0	2.359218784E0	1.650013430E1
9.205027250E0	-1.405442251E1	5.201923365E0	1.524928114E0	1.506360529E1
9.215021250E0	-1.282484193E1	4.716847710E0	7.789151984E-1	1.368692558E1
9.225016250E0	-1.175306601E1	4.421588463E0	9.001730025E-2	1.255759166E1
9.235010250E0	-1.066904603E1	4.022636739E0	-8.491677403E-1	1.143377607E1
9.245005250E0	-9.559025810E0	3.764536840E0	-1.632785270E0	1.040253334E1
9.254999250E0	-8.543246922E0	3.608512076E0	-2.300760661E0	9.555204184E0
9.264994250E0	-7.474798070E0	3.408399307E0	-2.656861941E0	8.634159333E0
9.274988250E0	-6.435658386E0	3.365976880E0	-2.440796213E0	7.661917865E0
9.284983250E0	-5.243028706E0	3.204542272E0	-2.719072223E0	6.719508534E0
9.294977250E0	-4.014127871E0	2.864927216E0	-3.225246971E0	5.892643595E0
9.304972250E0	-2.622304897E0	2.598840605E0	-3.368772141E0	4.997907682E0
9.314966250E0	-1.075791201E0	2.457148536E0	-3.252613109E0	4.215969364E0
9.324961250E0	5.967813744E-1	2.458102510E0	-3.211413628E0	4.087981586E0
9.334955250E0	2.443198688E0	2.471111103E0	-3.123546349E0	4.672488813E0
9.344950250E0	3.912945313E0	2.880262417E0	-2.916136839E0	5.666648628E0
9.354944250E0	5.457924991E0	3.696211540E0	-2.286885218E0	6.977160523E0
9.364939250E0	6.811249605E0	4.424128785E0	-7.737696487E-1	8.158722704E0
9.374933250E0	8.258504477E0	5.231938292E0	-7.415058821E-1	9.804381952E0
9.384928250E0	1.020107816E1	5.298825762E0	-1.854583608E0	1.164384088E1
9.394922250E0	1.229916906E1	4.952296373E0	-2.012205831E0	1.341058430E1
9.404917250E0	1.426769736E1	4.907186859E0	-1.089869542E0	1.512730929E1
9.414912250E0	1.590372140E1	4.765271719E0	-1.201480025E-1	1.660272883E1
9.424906250E0	1.761727251E1	3.827530648E0	7.513935238E-1	1.804391514E1
9.434901250E0	1.919829413E1	3.120608123E0	1.929111634E0	1.954569426E1
9.444895250E0	2.029594748E1	3.169446699E0	3.510045549E0	2.083965682E1
9.454890250E0	2.062612104E1	3.267988363E0	4.421376209E0	2.134631548E1
9.464884250E0	2.042928973E1	3.001600035E0	3.913219839E0	2.101615500E1
9.474879250E0	2.028650774E1	1.990688077E0	3.147131678E0	2.062546177E1
9.484873250E0	1.983847770E1	1.006971665E0	2.020586645E0	1.996652098E1
9.494868250E0	1.897154729E1	5.620113816E-1	1.016319171E0	1.900706101E1
9.504862250E0	1.786248251E1	2.953669093E-1	4.705593574E-1	1.787112053E1
9.514857250E0	1.688111039E1	2.555227393E-1	9.395306110E-3	1.688304677E1
9.524851250E0	1.580779783E1	5.630176509E-1	-3.189814013E-1	1.582103695E1
9.534846250E0	1.446413691E1	1.193149643E0	-3.486677152E-1	1.451745266E1
9.544840250E0	1.306159335E1	1.630550464E0	-4.137934184E-1	1.316947762E1
9.554835250E0	1.158951471E1	1.993124173E0	-5.952629256E-1	1.177470735E1
9.564829250E0	1.011698584E1	2.324970765E0	-5.904705477E-1	1.039747791E1
9.574824250E0	9.103323643E0	2.106375239E0	-7.123920107E-1	9.370956214E0
9.584818250E0	8.152860492E0	2.065239784E0	-9.512724048E-1	8.463998391E0
9.594813250E0	7.525913844E0	2.358751884E0	-8.077864105E-1	7.928152907E0
9.604807250E0	6.684722291E0	2.534130931E0	-9.248926914E-1	7.208519832E0
9.614802250E0	5.593020231E0	2.702994134E0	-1.296339405E0	6.345750424E0
9.624796250E0	4.318337744E0	2.835480931E0	-1.094687648E0	5.280751275E0
9.634791250E0	2.927033125E0	2.976396489E0	-9.150448108E-1	4.273612755E0
9.644785250E0	1.737377047E0	3.186812053E0	-9.870474243E-1	3.761450875E0
9.654780250E0	6.015726560E-1	3.168686854E0	-8.233288944E-1	3.328713942E0
9.664774250E0	-7.873896412E-1	3.271979380E0	-7.250266743E-1	3.442600062E0
9.674769250E0	-2.078784567E0	3.744483229E0	-8.803404164E-1	4.372356250E0
9.684763250E0	-2.799632236E0	3.619738730E0	-6.236546659E-1	4.618375718E0
9.694758250E0	-4.017713968E0	3.949988008E0	-5.251507169E-1	5.658640656E0
9.704752250E0	-5.815138997E0	4.545595335E0	-6.762082708E-1	7.411851060E0
9.714747250E0	-7.200378299E0	4.593243126E0	-1.193202707E0	8.623633965E0
9.724741250E0	-8.826332851E0	4.401748568E0	-1.430787942E0	9.966277950E0
